1194.98	-8.1024714	0.46111092	-4.9669051	7.0339065
1195.09	-8.0342484	0.47184947	-4.9669313	7.0526404
1195.2	-7.9658117	0.48280874	-4.9669323	7.0717421
1195.3101	-7.8975344	0.49361899	-4.9668875	7.0905881
1195.42	-7.8291917	0.50445998	-4.966475	7.104496
1195.53	-7.7611322	0.51545745	-4.9656882	7.1095538
1195.64	-7.6929088	0.52648836	-4.9648643	7.1046863
1195.75	-7.6248012	0.5378052	-4.9639959	7.0894408
1195.86	-7.5566263	0.54936135	-4.9629211	7.0641842
1195.97	-7.4883575	0.56099576	-4.961534	7.0331774
1196.08	-7.4200354	0.57273906	-4.9604621	7.000268
1196.1899	-7.3515992	0.58463603	-4.9590573	6.9668221
1196.3	-7.28336	0.59657395	-4.9571404	6.9333119
1196.41	-7.2150016	0.60837317	-4.9550095	6.9024963
1196.52	-7.1468835	0.62014067	-4.952981	6.8781834
1196.63	-7.078577	0.6320982	-4.9503922	6.8618126
1196.74	-7.010366	0.64452499	-4.9449959	6.8539133
1196.85	-6.942049	0.65666133	-4.9356575	6.8544688
1196.96	-6.8737321	0.66929668	-4.9220452	6.8610573
1197.0699	-6.8053441	0.68178129	-4.9038153	6.8698387
1197.1801	-6.7370291	0.69430119	-4.8809314	6.8793468
1197.29	-6.6688814	0.70669264	-4.8560376	6.8889685
1197.4	-6.6005993	0.7193839	-4.8308611	6.8971453
1197.51	-6.5325346	0.73166454	-4.8052173	6.8996611
1197.62	-6.4643631	0.74452436	-4.7793999	6.8945708
1197.73	-6.3962469	0.75764585	-4.7539635	6.8815112
1197.84	-6.3279347	0.77072078	-4.728662	6.8604441
1197.95	-6.2597218	0.78394288	-4.7029381	6.8324604
1198.0601	-6.1914048	0.79752433	-4.677001	6.80165
1198.17	-6.1231294	0.81038421	-4.6514931	6.7701035
1198.28	-6.0548902	0.82308942	-4.6260738	6.738152
1198.39	-5.9866199	0.83582449	-4.600378	6.7066989
1198.5	-5.9184604	0.84869552	-4.5747261	6.6799798
1198.61	-5.8500676	0.86169595	-4.5496058	6.6608229
1198.72	-5.7818251	0.8751871	-4.5242243	6.6500573
1198.83	-5.7134285	0.88867551	-4.4985271	6.6480284
1198.9399	-5.6451964	0.90221137	-4.4728012	6.6540785
1199.05	-5.5767913	0.916116	-4.4475102	6.664156
1199.16	-5.5086093	0.92985767	-4.4213738	6.6756039
1199.27	-5.4403667	0.94355834	-4.390223	6.6873083
1199.38	-5.3722177	0.95733356	-4.3514767	6.6988053
1199.49	-5.3039818	0.97122794	-4.3041496	6.7073927
1199.6	-5.2356215	0.98472375	-4.2475734	6.7100301
1199.71	-5.1674137	0.99818885	-4.1824737	6.7054491
1199.8199	-5.0990987	1.0120283	-4.1132736	6.693327
1199.9301	-5.0308437	1.0260848	-4.0428095	6.6738901
1200.04	-4.9624562	1.0399344	-3.9721167	6.6495328
1200.15	-4.8943205	1.0536817	-3.9013801	6.6233907
1200.26	-4.8260694	1.0674392	-3.8307438	6.5971503
1200.37	-4.7578268	1.0816008	-3.7600698	6.5710859
1200.48	-4.689477	1.0956098	-3.6893635	6.5472741
1200.59	-4.6212087	1.109628	-3.6185477	6.5299201
1200.7	-4.5529575	1.1237673	-3.5476887	6.5205736
1200.8099	-4.4846025	1.1383983	-3.4766638	6.5194826
1200.92	-4.4163876	1.1523178	-3.4057121	6.5268059
