1112.095 3.020546 2.4097881 2.6325905 6.0318036
1112.106 3.0162928 2.3878212 2.6325951 6.0311031
1112.1169 3.0121694 2.3683796 2.632606 6.0307503
1112.1281 3.0081596 2.352149 2.6326184 6.0299888
1112.139 3.0042408 2.338877 2.6326323 6.0293593
1112.15 3.0003941 2.3284631 2.632653 6.0291805
1112.161 2.9965992 2.3212903 2.6326811 6.0287209
1112.172 2.9928379 2.3159256 2.6327162 6.0284476
1112.183 2.9891014 2.3121626 2.6327572 6.0288682
1112.194 2.9853883 2.3099995 2.6328006 6.0289507
1112.205 2.9816978 2.3077903 2.6328406 6.0293517
1112.2159 2.9780307 2.306282 2.6328723 6.0297928
1112.2271 2.9743843 2.3053341 2.6328909 6.0302587
1112.238 2.9707515 2.3051779 2.6328976 6.0304589
1112.249 2.9671249 2.3062518 2.6329007 6.0303621
1112.26 2.9634981 2.3070941 2.6329017 6.0302629
1112.271 2.9598651 2.3079221 2.6329007 6.0303617
1112.282 2.9562275 2.3090322 2.6329021 6.0302896
1112.293 2.9525912 2.3100188 2.6329026 6.0306563
1112.304 2.9489555 2.3108866 2.6328864 6.0311203
1112.3149 2.9453237 2.3113015 2.6328561 6.0319643
1112.326 2.941705 2.3097856 2.6328185 6.0324759
1112.337 2.9381008 2.3096168 2.6327672 6.0325742
1112.348 2.93451 2.3093245 2.6327031 6.0331588
1112.359 2.9309356 2.3087418 2.6326382 6.0338345
1112.37 2.9273732 2.3089879 2.6325591 6.0340123
1112.381 2.9238088 2.3093255 2.6324453 6.0341611
1112.392 2.9202342 2.3092351 2.6322887 6.0348902
1112.403 2.9166472 2.3093386 2.632076 6.0351753
1112.4141 2.9130507 2.3093762 2.6317968 6.0361428
1112.425 2.9094512 2.309849 2.6314635 6.0370684
1112.436 2.9058599 2.3095064 2.6311011 6.0376749
1112.447 2.902283 2.3083909 2.6307399 6.0379138
1112.458 2.898716 2.3072667 2.63041 6.0380878
1112.469 2.8951445 2.306169 2.6301267 6.0382934
1112.48 2.8915596 2.3056505 2.6298921 6.0389028
1112.491 2.8879561 2.3053713 2.6297016 6.0390911
1112.502 2.88433 2.3053436 2.6295366 6.039432
1112.5131 2.8806887 2.3053236 2.6293783 6.0404162
1112.524 2.8770435 2.3052373 2.6292222 6.0412583
1112.535 2.8734004 2.3055279 2.6290679 6.041379
1112.546 2.8697605 2.3057456 2.6289089 6.041841
1112.557 2.8661268 2.3050036 2.6287446 6.0423551
1112.568 2.8624992 2.3033874 2.6285763 6.0425034
1112.579 2.8588781 2.3024073 2.6284063 6.0427442
1112.59 2.8552663 2.3015096 2.6282351 6.0430489
1112.601 2.8516679 2.3007028 2.6280699 6.0436058
1112.6121 2.8480873 2.3006332 2.6279213 6.0435739
1112.623 2.8445241 2.3009534 2.6278028 6.0435739
1112.634 2.8409741 2.3012249 2.6277156 6.0441556
1112.645 2.837431 2.3008835 2.6276529 6.0452299
1112.656 2.83389 2.3008308 2.6276097 6.0456223
1112.667 2.8303454 2.3014495 2.6275771 6.0459952
1112.678 2.8267927 2.3010206 2.6275353 6.0467782
1112.689 2.823235 2.299355 2.6274741 6.0472102
1112.7 2.8196778 2.2979548 2.6274021 6.0471764
1112.7111 2.816119 2.2971466 2.6273277 6.0477123
1112.722 2.8125579 2.2968578 2.6272593 6.0478463
1112.733 2.8090007 2.2963426 2.627212 6.0480375
1112.744 2.8054485 2.2962947 2.6271987 6.0480981
1112.755 2.8018992 2.2967129 2.6272171 6.0484905
1112.766 2.7983592 2.2967389 2.6272562 6.0492511
1112.777 2.7948327 2.2966142 2.6273043 6.0499978
1112.788 2.7913129 2.2968717 2.6273558 6.050684
1112.799 2.7877927 2.2969415 2.6274037 6.0518303
1112.8101 2.7842696 2.2970877 2.6274402 6.0527983
1112.821 2.7807393 2.2969563 2.62747 6.0534897
1112.832 2.7771971 2.2957354 2.6275003 6.0533152
1112.843 2.7736466 2.2945693 2.6275265 6.053864
1112.854 2.7700951 2.2932942 2.6275477 6.0548415
1112.865 2.7665443 2.292542 2.6275709 6.0556026
1112.876 2.7629919 2.2920773 2.6275952 6.0558887
1112.887 2.7594376 2.2919598 2.6276181 6.0566711
1112.8979 2.7558789 2.2915683 2.6276453 6.0575767
1112.9091 2.7523057 2.291451 2.6276779 6.0578451
1112.92 2.7487164 2.2914598 2.6277122 6.0584664
1112.931 2.7451165 2.2915783 2.6277428 6.0588489
1112.942 2.7415092 2.2916839 2.6277666 6.0588527
1112.953 2.737901 2.2908394 2.6277854 6.0593543
1112.964 2.734304 2.2891073 2.6277943 6.0593014
1112.975 2.7307196 2.2881696 2.6277897 6.0599184
1112.986 2.7271459 2.2876198 2.6277835 6.0612288
1112.9969 2.7235825 2.2866578 2.6277778 6.0618439
1113.0081 2.7200203 2.2864141 2.6277623 6.061893
1113.019 2.7164514 2.2868447 2.6277428 6.0628381
1113.03 2.7128768 2.2865391 2.6277168 6.0631251
1113.041 2.7092943 2.2865636 2.6276603 6.0629683
1113.052 2.7057004 2.2869878 2.6275587 6.0634193
1113.063 2.7021015 2.2865098 2.6274064 6.0639176
1113.074 2.6985009 2.2854054 2.6271844 6.0639815
1113.085 2.6948969 2.2840042 2.6268919 6.0643687
1113.0959 2.6912878 2.2829382 2.6265509 6.0652332
1113.1071 2.6876764 2.2823875 2.6261811 6.0661154
1113.118 2.6840641 2.2817693 2.6258039 6.066844
1113.129 2.6804497 2.2815485 2.6254518 6.0673676
1113.14 2.676837 2.281687 2.625144 6.0674729
1113.151 2.6732316 2.2813516 2.6248825 6.0678344
1113.162 2.6696317 2.2811561 2.6246691 6.0682998
1113.173 2.6660347 2.2815156 2.6245005 6.0686507
1113.184 2.6624417 2.2815778 2.6243584 6.068995
1113.1949 2.6588492 2.2803123 2.6242292 6.0696292
1113.2061 2.6552572 2.2785468 2.624114 6.0700483
1113.217 2.6516688 2.2778378 2.6240084 6.0704689
1113.228 2.6480827 2.2773545 2.6239078 6.0713601
1113.239 2.6444983 2.2764337 2.623826 6.0718942
1113.25 2.6409209 2.27597 2.6237707 6.0719147
1113.261 2.6373482 2.2763755 2.6237283 6.0721941
1113.272 2.6337786 2.2767937 2.6236951 6.0730309
1113.283 2.6302125 2.276273 2.6236694 6.0736675
1113.2939 2.6266356 2.2762725 2.623632 6.0737662
1113.3051 2.6230223 2.2770278 2.6235745 6.0750561
1113.316 2.6193516 2.2769735 2.6235065 6.0758586
1113.327 2.6155996 2.2763317 2.62343 6.0764155
1113.338 2.6117485 2.2759769 2.6233475 6.0766835
1113.349 2.6078072 2.2749732 2.6232662 6.0770688
1113.36 2.6038013 2.2735479 2.6231787 6.0773449
1113.371 2.5997615 2.2725222 2.6230683 6.0774207
1113.382 2.5957274 2.2717669 2.6229191 6.0776262
1113.3929 2.5917337 2.271688 2.6227157 6.0781026
1113.4041 2.5877981 2.2715509 2.6224506 6.0789666
1113.415 2.5839257 2.2710731 2.6221311 6.0792885
1113.426 2.5801115 2.2709796 2.6217744 6.0797844
1113.437 2.5763378 2.2715409 2.6214011 6.080678
1113.448 2.5725877 2.2714291 2.6210253 6.0810099
1113.459 2.5688465 2.2708182 2.6206522 6.0810709
1113.47 2.5651054 2.2694843 2.620286 6.081459
1113.481 2.5613632 2.2679408 2.6199234 6.081933
1113.4919 2.5576308 2.2670496 2.6195624 6.0826325
1113.5031 2.5539176 2.2664018 2.6192172 6.0832181
1113.514 2.5502326 2.2658656 2.6189125 6.0836334
1113.525 2.5465794 2.2660203 2.61866 6.0834756
1113.536 2.5429556 2.2661095 2.6184697 6.082859
1113.547 2.5393503 2.2663581 2.6183519 6.082777
1113.558 2.5357537 2.2668126 2.6182942 6.0824046
1113.569 2.532161 2.2666378 2.618257 6.0818377
1113.58 2.5285704 2.2668839 2.6182046 6.0812683
1113.5909 2.5249841 2.2671211 2.6181073 6.080461
1113.6021 2.5214069 2.2672656 2.6179228 6.0800633
1113.613 2.5178413 2.2662373 2.6176209 6.0801482
1113.624 2.5142853 2.2644546 2.6172106 6.0798888
1113.635 2.510735 2.2634456 2.616714 6.0786605
1113.646 2.5071869 2.2628498 2.6161461 6.0777087
1113.657 2.5036376 2.2621818 2.6155379 6.0768914
1113.668 2.5000832 2.2621245 2.6149218 6.0760956
1113.679 2.4965229 2.2625654 2.6143053 6.0750952
1113.6901 2.4929588 2.2625928 2.6136804 6.0747132
1113.701 2.4893909 2.2624912 2.6130421 6.0738931
1113.712 2.485822 2.2624266 2.612376 6.0731087
1113.723 2.4822569 2.2627201 2.6116571 6.0719295
1113.734 2.4787002 2.2630737 2.6108668 6.07095
1113.745 2.4751511 2.2625487 2.6099956 6.0700374
1113.756 2.4716082 2.2620819 2.6090376 6.0686665
1113.767 2.4680691 2.2610641 2.6079891 6.0675707
1113.778 2.4645283 2.2596157 2.6068606 6.0668283
1113.7891 2.4609802 2.258673 2.6056645 6.0657101
1113.8 2.4574215 2.2578936 2.6044071 6.0644298
1113.811 2.4538517 2.2575078 2.6031041 6.0635161
1113.822 2.4502692 2.257544 2.6017818 6.0629654
1113.833 2.4466729 2.2569361 2.6004546 6.0613284
1113.844 2.4430654 2.2568941 2.5991392 6.0597744
1113.855 2.4394548 2.2571559 2.5978577 6.0592141
1113.866 2.4358447 2.2571599 2.5966051 6.0578804
1113.877 2.43224 2.257479 2.5953581 6.0560808
1113.8881 2.4286478 2.257268 2.5941081 6.0551834
1113.899 2.4250665 2.257159 2.592839 6.0543699
1113.91 2.4214873 2.2572749 2.5915294 6.0537367
1113.921 2.4179065 2.2554691 2.5901861 6.0530953
1113.932 2.4143257 2.2536154 2.5888314 6.0520382
1113.943 2.410742 2.2537568 2.5874772 6.0507092
1113.954 2.4071581 2.2532022 2.5861411 6.0499439
1113.965 2.4035842 2.2524529 2.5848408 6.0490637
