0.1128	-0.2011
0.1127	-0.2035
0.1119	-0.2096
0.1114	-0.2121
0.1105	-0.2159
0.1099	-0.2184
0.1078	-0.2247
0.1068	-0.2271
0.104	-0.2335
0.1027	-0.236
0.1005	-0.24
0.09902	-0.2425
0.09473	-0.249
0.09287	-0.2515
0.0898	-0.2555
0.08771	-0.258
0.08198	-0.2643
0.07959	-0.2668
0.07573	-0.2706
0.07315	-0.273
0.06632	-0.2789
0.06353	-0.2811
0.05906	-0.2846
0.05616	-0.2867
0.05321	-0.2888
0.04843	-0.292
0.04531	-0.294
0.03709	-0.2989
0.03377	-0.3008
0.02848	-0.3035
0.02501	-0.3052
0.01598	-0.3093
0.01234	-0.3108
0.00665	-0.3129
0.00293	-0.3142
-0.00666	-0.3172
-0.01047	-0.3183
-0.01644	-0.3197
-0.0203	-0.3206
-0.03024	-0.3224
-0.03417	-0.323
-0.04436	-0.3242
-0.04838	-0.3246
-0.05477	-0.325
-0.05889	-0.3252
-0.06954	-0.3253
-0.07377	-0.3252
-0.08038	-0.3249
-0.08465	-0.3246
-0.09549	-0.3236
-0.09974	-0.323
-0.1063	-0.3221
-0.1104	-0.3214
-0.1209	-0.3193
-0.1249	-0.3184
-0.1311	-0.3168
-0.135	-0.3157
-0.1448	-0.3127
-0.1486	-0.3115
-0.1583	-0.3079
-0.162	-0.3064
-0.1678	-0.3039
-0.1715	-0.3022
-0.1809	-0.2976
-0.1845	-0.2957
-0.1902	-0.2925
-0.1938	-0.2904
-0.2028	-0.2848
-0.2063	-0.2825
-0.2116	-0.2788
-0.215	-0.2763
-0.2233	-0.27
-0.2265	-0.2674
-0.2314	-0.2634
-0.2344	-0.2608
-0.242	-0.2539
-0.2449	-0.2512
-0.2521	-0.244
-0.2548	-0.2412
-0.259	-0.2367
-0.2616	-0.2337
-0.268	-0.2261
-0.2704	-0.2231
-0.2741	-0.2183
-0.2764	-0.2152
-0.2819	-0.2071
-0.284	-0.2039
-0.2872	-0.1989
-0.2891	-0.1956
-0.2939	-0.1872
-0.2956	-0.1838
-0.3	-0.1751
-0.3016	-0.1716
-0.3041	-0.1661
-0.3057	-0.1626
-0.3094	-0.1533
-0.3108	-0.1496
-0.3129	-0.1438
-0.3142	-0.1401
-0.3172	-0.1305
-0.3183	-0.1267
-0.3199	-0.1208
-0.3209	-0.1171
-0.323	-0.1076
-0.3238	-0.1039
-0.3248	-0.09815
-0.3254	-0.0945
-0.3268	-0.08519
-0.3272	-0.08154
-0.3281	-0.07222
-0.3283	-0.06856
-0.3287	-0.06278
-0.3288	-0.05906
-0.3289	-0.04948
-0.3289	-0.04568
-0.3287	-0.03976
-0.3286	-0.03592
-0.3279	-0.02615
-0.3276	-0.02232
-0.3269	-0.01639
-0.3265	-0.0126
-0.3251	-0.00307
-0.3245	6.158E-4
-0.3234	0.00633
-0.3227	0.00992
-0.3207	0.01903
-0.3198	0.02255
-0.3174	0.03145
-0.3164	0.03491
-0.3147	0.04027
-0.3135	0.04369
-0.3104	0.05233
-0.309	0.05569
-0.3069	0.06087
-0.3054	0.06419
-0.3015	0.07254
-0.2998	0.07578
-0.2972	0.08078
-0.2955	0.08396
-0.2909	0.092
-0.289	0.09512
-0.284	0.103
-0.282	0.1061
-0.2788	0.1109
-0.2766	0.1139
-0.271	0.1216
-0.2687	0.1246
-0.2651	0.1292
-0.2627	0.1321
-0.2564	0.1393
-0.2539	0.142
-0.25	0.1461
-0.2474	0.1487
-0.2408	0.155
-0.2382	0.1573
-0.2341	0.1608
-0.2314	0.163
-0.2246	0.1682
-0.2219	0.1702
-0.2149	0.1749
-0.2121	0.1767
-0.2077	0.1793
-0.2048	0.1809
-0.1974	0.1848
-0.1944	0.1863
-0.1898	0.1884
-0.1868	0.1896
-0.1792	0.1926
-0.1762	0.1936
-0.1716	0.195
-0.1686	0.1959
-0.1613	0.1976
-0.1584	0.1982
-0.1541	0.1989
-0.1514	0.1992
-0.1445	0.1998
-0.1419	0.1999
-0.1354	0.1998
-0.1329	0.1997
-0.1291	0.1992
-0.1267	0.1989
-0.1207	0.1976
-0.1185	0.197
-0.115	0.1959
-0.1129	0.1951
-0.1077	0.1928
-0.1058	0.1917
-0.1029	0.19
-0.1011	0.1888
-0.0968	0.1856
-0.09523	0.1843
-0.09289	0.1822
-0.09149	0.1808
-0.09014	0.1793
-0.08813	0.1769
-0.08693	0.1754
-0.08414	0.1713
-0.08316	0.1696
-0.08179	0.1669
-0.08099	0.1651
-0.07933	0.1603
-0.07883	0.1584
-0.0782	0.1554
-0.07792	0.1534
-0.07757	0.1481
-0.07759	0.146
-0.07778	0.1426
-0.07801	0.1404
-0.07896	0.1346
-0.07947	0.1322
-0.08113	0.126
-0.08191	0.1235
-0.08329	0.1194
-0.08427	0.1167
-0.0871	0.1095
-0.08834	0.1065
-0.09039	0.1017
-0.09179	0.09858
-0.09556	0.09019
-0.09712	0.08675
-0.09959	0.08128
-0.1012	0.07765
-0.1054	0.06809
-0.107	0.06418
-0.1096	0.0579
-0.1112	0.05376
-0.1152	0.0426
-0.1167	0.03797
-0.1202	0.02532
-0.1214	0.02001
-0.1229	0.01122
-0.1237	0.00528
-0.1242	-0.01091
-0.1238	-0.01759
-0.1224	-0.02816
-0.1209	-0.03502
-0.1153	-0.05223
-0.1124	-0.0588
-0.1072	-0.06861
-0.1034	-0.07464
-0.09235	-0.08869
-0.08758	-0.09363
-0.07974	-0.1007
-0.07458	-0.1046
-0.061	-0.1132
-0.05568	-0.116
-0.04234	-0.1218
-0.03725	-0.1236
-0.0295	-0.1261
-0.02465	-0.1275
-0.01279	-0.1305
-0.00831	-0.1315
-0.00158	-0.1328
0.00263	-0.1336
0.01288	-0.1354
0.01674	-0.1361
0.02257	-0.137
0.02619	-0.1376
0.0351	-0.139
0.03846	-0.1396
0.04678	-0.141
0.04992	-0.1415
0.05474	-0.1424
0.05775	-0.143
0.06516	-0.1446
0.06796	-0.1453
0.07217	-0.1465
0.07478	-0.1473
0.08104	-0.1494
0.08335	-0.1504
0.08672	-0.1519
0.08877	-0.153
0.09354	-0.156
0.09523	-0.1572
0.0977	-0.1593
0.09916	-0.1606
0.1025	-0.1644
0.1037	-0.1659
0.1064	-0.1701
0.1073	-0.1719
0.1086	-0.1747
0.1094	-0.1766
0.111	-0.1816
0.1115	-0.1837
0.1121	-0.187
0.1125	-0.1892
0.1129	-0.195
0.1129	-0.1974
0.1128	-0.2011
