0.204	-0.16074
0.2009	-0.14612
0.1973	-0.13163
0.1931	-0.11745
0.1667	-0.11659
0.1404	-0.11572
0.1141	-0.1148
0.0877	-0.11385
0.0614	-0.1129
0.035	-0.11201
0.0087	-0.11121
-0.0176	-0.10945
-0.0429	-0.10234
-0.0658	-0.089411
-0.085	-0.071361
-0.0993	-0.049305
-0.1081	-0.024525
-0.111	0.0016248
-0.1075	0.027696
-0.0979	0.052181
-0.084	0.074561
-0.0698	0.096812
-0.0557	0.11909
-0.0417	0.14137
-0.0276	0.16366
-0.0135	0.18596
5E-4	0.2083
0.0142	0.23086
0.0066	0.2404
-0.0012	0.24967
-0.0094	0.25867
-0.0179	0.26739
-0.0267	0.27582
-0.0357	0.28396
-0.045	0.29178
-0.045	0.31803
-0.045	0.34428
-0.045	0.37052
-0.045	0.39677
-0.045	0.42302
-0.045	0.44927
-0.045	0.47551
-0.045	0.50176
-0.045	0.52801
-0.045	0.55425
-0.045	0.5805
-0.0823	0.5805
-0.1195	0.5805
-0.1568	0.5805
-0.1941	0.5805
-0.2314	0.5805
-0.2686	0.5805
-0.3059	0.5805
-0.3432	0.5805
-0.3805	0.5805
-0.4177	0.5805
-0.455	0.5805
-0.455	0.5578
-0.455	0.53509
-0.455	0.51239
-0.455	0.48968
-0.455	0.46698
-0.455	0.44427
-0.455	0.42157
-0.455	0.39887
-0.455	0.37616
-0.455	0.35346
-0.455	0.33075
-0.4752	0.31905
-0.4947	0.30609
-0.51326	0.29194
-0.53092	0.27664
-0.54759	0.26027
-0.5632	0.24288
-0.57769	0.22454
-0.591	0.20534
-0.6031	0.18535
-0.61392	0.16464
-0.62344	0.1433
-0.63161	0.12141
-0.63842	0.099055
-0.64383	0.076323
-0.64783	0.053301
-0.6504	0.030076
-0.65153	0.0067369
-0.65122	-0.016628
-0.64947	-0.039929
-0.64628	-0.063077
-0.64166	-0.085983
-0.63564	-0.10856
-0.62822	-0.13072
-0.61945	-0.15238
-0.60936	-0.17346
-0.59875	-0.19429
-0.58814	-0.21511
-0.57753	-0.23593
-0.56692	-0.25676
-0.55631	-0.27758
-0.5457	-0.2984
-0.5351	-0.31923
-0.52449	-0.34005
-0.51388	-0.36088
-0.50327	-0.3817
-0.4927	-0.40253
-0.4814	-0.42297
-0.4688	-0.44266
-0.455	-0.46153
-0.455	-0.49326
-0.455	-0.52498
-0.455	-0.5567
-0.455	-0.58843
-0.455	-0.62015
-0.455	-0.65188
-0.455	-0.6836
-0.455	-0.71533
-0.455	-0.74705
-0.455	-0.77878
-0.455	-0.8105
-0.4086	-0.8105
-0.3623	-0.8105
-0.3159	-0.8105
-0.2695	-0.8105
-0.2232	-0.8105
-0.1768	-0.8105
-0.1304	-0.8105
-0.0841	-0.8105
-0.0377	-0.8105
0.0086	-0.8105
0.055	-0.8105
0.055	-0.77121
0.055	-0.73192
0.055	-0.69263
0.055	-0.65334
0.055	-0.61405
0.055	-0.57476
0.055	-0.53547
0.0628	-0.5296
0.0705	-0.52353
0.0781	-0.51726
0.1053	-0.53361
0.1326	-0.55
0.1599	-0.56638
0.1871	-0.58277
0.2144	-0.59915
0.2417	-0.61554
0.269	-0.63192
0.2962	-0.6483
0.3235	-0.66469
0.3508	-0.68107
0.3807	-0.68783
0.4125	-0.68783
0.4125	-0.65135
0.4125	-0.61486
0.4125	-0.57838
0.4125	-0.54189
0.4125	-0.5054
0.4125	-0.46892
0.4125	-0.43243
0.4125	-0.39594
0.4125	-0.35946
0.4125	-0.32297
0.4125	-0.28649
0.4125	-0.25
0.39	-0.25
0.3675	-0.25
0.345	-0.25
0.3225	-0.25
0.3	-0.25
0.2774	-0.25
0.2549	-0.25
0.2324	-0.25
0.2099	-0.25
0.2102	-0.23506
0.2101	-0.22012
0.2095	-0.2052
0.2083	-0.19031
0.2064	-0.17548
0.204	-0.16074
0.204	-0.16074
0.204	-0.16074
